id,agent_type,o_zone_id,d_zone_id,o_zone_name,d_zone_name,o_node_id,d_node_id,path_node_seq,path_link_seq,b_generated,b_complete_trip,geometry,departure_time
1285,v,9,24,A9,C4,3008,2606,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9318905 33.4272769)",0719
1286,v,9,25,A9,C5,3008,979,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9283187 33.4272025)",0758
1287,v,9,26,A9,C6,3008,752,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9262833 33.4283177)",0752
1291,v,9,30,A9,D0,3008,2821,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9403057 33.4252204)",0745
1296,v,9,35,A9,D5,3008,65,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.929262 33.426115)",0715
1297,v,9,36,A9,D6,3008,2797,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9276074 33.4252736)",0703
1304,v,9,43,A9,E3,3008,2658,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9341456 33.4242626)",0717
1305,v,9,44,A9,E4,3008,2548,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9302616 33.4245172)",0759
1307,v,9,46,A9,E6,3008,486,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9261057 33.4232574)",0747
1313,v,9,52,A9,F2,3008,1541,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9358961 33.4224127)",0715
1314,v,9,53,A9,F3,3008,412,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9341765 33.4215721)",0703
1315,v,9,54,A9,F4,3008,1215,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.930762 33.421952)",0744
1316,v,9,55,A9,F5,3008,705,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9284316 33.4220121)",0712
1321,v,9,60,A9,G0,3008,3090,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9403666 33.4199447)",0706
1325,v,9,64,A9,G4,3008,998,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9317627 33.420954)",0800
1331,v,9,70,A9,H0,3008,2352,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9395498 33.4177557)",0724
1334,v,9,73,A9,H3,3008,3003,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9337252 33.41864)",0722
1336,v,9,75,A9,H5,3008,868,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9288758 33.4193999)",0721
1337,v,9,76,A9,H6,3008,3189,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9270184 33.4185757)",0704
1341,v,9,80,A9,I0,3008,260,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9396414 33.4176196)",0745
1342,v,9,81,A9,I1,3008,245,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9385649 33.4172632)",0723
1343,v,9,82,A9,I2,3008,1299,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9348462 33.4160691)",0716
1345,v,9,84,A9,I4,3008,2910,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9308243 33.4164975)",0746
1351,v,9,90,A9,J0,3008,1924,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9395362 33.4159003)",0707
1352,v,9,91,A9,J1,3008,278,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9372315 33.415907)",0728
1353,v,9,92,A9,J2,3008,1742,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9364791 33.4154181)",0742
1354,v,9,93,A9,J3,3008,2161,[],[],False,False,"LINESTRING(-111.9186286 33.431419, -111.9328464 33.4144)",0756
1401,v,10,0,B0,A0,2231,1803,[],[],False,False,"LINESTRING(-111.9397152 33.4294981, -111.9396558 33.431647)",0712
1402,v,10,1,B0,A1,687,1817,[],[],False,False,"LINESTRING(-111.9400836 33.4294932, -111.93772 33.4312249)",0744
1403,v,10,2,B0,A2,2103,492,[],[],False,False,"LINESTRING(-111.9403 33.4298853, -111.9350622 33.4304003)",0716
1404,v,10,3,B0,A3,2174,344,[],[],False,False,"LINESTRING(-111.9398856 33.4297929, -111.9330857 33.4313634)",0703
1405,v,10,4,B0,A4,523,348,[],[],False,False,"LINESTRING(-111.9399684 33.429775, -111.930414 33.4305205)",0727
1406,v,10,5,B0,A5,2230,1422,[],[],False,False,"LINESTRING(-111.9398581 33.4295155, -111.9284986 33.430286)",0729
1407,v,10,6,B0,A6,2233,1717,[],[],False,False,"LINESTRING(-111.9398459 33.4295852, -111.9261466 33.432)",0721
1410,v,10,9,B0,A9,688,3008,[],[],False,False,"LINESTRING(-111.9400792 33.4291306, -111.9186286 33.431419)",0703
1411,v,10,10,B0,B0,524,2229,[],[],False,False,"LINESTRING(-111.9399803 33.4301994, -111.9399124 33.4293911)",0732
1412,v,10,11,B0,B1,686,2232,[],[],False,False,"LINESTRING(-111.940087 33.4295692, -111.9391876 33.4295431)",0714
1413,v,10,12,B0,B2,2071,150,[],[],False,False,"LINESTRING(-111.9397846 33.4284949, -111.9349285 33.4300573)",0741
1414,v,10,13,B0,B3,2230,497,[],[],False,False,"LINESTRING(-111.9398581 33.4295155, -111.9339298 33.4297264)",0745
1415,v,10,14,B0,B4,2174,2619,[],[],False,False,"LINESTRING(-111.9398856 33.4297929, -111.9313797 33.4292547)",0705
1416,v,10,15,B0,B5,687,721,[],[],False,False,"LINESTRING(-111.9400836 33.4294932, -111.9291224 33.4287925)",0740
1417,v,10,16,B0,B6,2230,712,[],[],False,False,"LINESTRING(-111.9398581 33.4295155, -111.9261 33.428883)",0743
1421,v,10,20,B0,C0,430,673,[],[],False,False,"LINESTRING(-111.939967 33.4296814, -111.939989 33.4283679)",0702
1422,v,10,21,B0,C1,1413,1401,[],[],False,False,"LINESTRING(-111.9401922 33.4297297, -111.9390259 33.4274915)",0714
1423,v,10,22,B0,C2,2233,227,[],[],False,False,"LINESTRING(-111.9398459 33.4295852, -111.9369011 33.4269596)",0755
1424,v,10,23,B0,C3,686,2612,[],[],False,False,"LINESTRING(-111.940087 33.4295692, -111.9335297 33.4279125)",0757
1425,v,10,24,B0,C4,1805,2602,[],[],False,False,"LINESTRING(-111.9397875 33.4297785, -111.9320713 33.4283422)",0746
1426,v,10,25,B0,C5,2229,2873,[],[],False,False,"LINESTRING(-111.9399124 33.4293911, -111.9297972 33.4274912)",0721
1431,v,10,30,B0,D0,523,2220,[],[],False,False,"LINESTRING(-111.9399684 33.429775, -111.9399158 33.4265386)",0739
1432,v,10,31,B0,D1,736,1887,[],[],False,False,"LINESTRING(-111.9403 33.4295474, -111.9370873 33.425628)",0712
1433,v,10,32,B0,D2,1414,2300,[],[],False,False,"LINESTRING(-111.9402012 33.4298339, -111.9347812 33.4252869)",0718
1434,v,10,33,B0,D3,1894,508,[],[],False,False,"LINESTRING(-111.9398181 33.4294679, -111.9346743 33.4256684)",0800
1435,v,10,34,B0,D4,687,1940,[],[],False,False,"LINESTRING(-111.9400836 33.4294932, -111.9324121 33.4252084)",0707
1436,v,10,35,B0,D5,2248,61,[],[],False,False,"LINESTRING(-111.9401651 33.4291289, -111.9292543 33.4249537)",0800
1437,v,10,36,B0,D6,523,2795,[],[],False,False,"LINESTRING(-111.9399684 33.429775, -111.9271374 33.4250681)",0734
1441,v,10,40,B0,E0,523,2809,[],[],False,False,"LINESTRING(-111.9399684 33.429775, -111.9395426 33.423582)",0711
1442,v,10,41,B0,E1,1894,442,[],[],False,False,"LINESTRING(-111.9398181 33.4294679, -111.9389595 33.4244993)",0702
1443,v,10,42,B0,E2,2103,1372,[],[],False,False,"LINESTRING(-111.9403 33.4298853, -111.9355051 33.4241509)",0734
1444,v,10,43,B0,E3,738,1517,[],[],False,False,"LINESTRING(-111.9401871 33.4296574, -111.9328945 33.4248134)",0719
1446,v,10,45,B0,E5,682,1098,[],[],False,False,"LINESTRING(-111.9399917 33.4284947, -111.9293894 33.4246205)",0755
1447,v,10,46,B0,E6,706,2281,[],[],False,False,"LINESTRING(-111.9400949 33.4297499, -111.9275129 33.4232447)",0704
1451,v,10,50,B0,F0,2230,1911,[],[],False,False,"LINESTRING(-111.9398581 33.4295155, -111.9398477 33.4218126)",0719
1452,v,10,51,B0,F1,738,1903,[],[],False,False,"LINESTRING(-111.9401871 33.4296574, -111.9389145 33.4220632)",0702
1453,v,10,52,B0,F2,1414,504,[],[],False,False,"LINESTRING(-111.9402012 33.4298339, -111.936566 33.4219912)",0733
1454,v,10,53,B0,F3,739,412,[],[],False,False,"LINESTRING(-111.9403 33.4296483, -111.9341765 33.4215721)",0713
1455,v,10,54,B0,F4,733,1227,[],[],False,False,"LINESTRING(-111.9398383 33.4296955, -111.9303328 33.4219007)",0741
1456,v,10,55,B0,F5,829,696,[],[],False,False,"LINESTRING(-111.9398235 33.4295881, -111.928792 33.4220174)",0713
1457,v,10,56,B0,F6,2250,1266,[],[],False,False,"LINESTRING(-111.9401831 33.4284622, -111.9264716 33.4218445)",0800
1461,v,10,60,B0,G0,739,3042,[],[],False,False,"LINESTRING(-111.9403 33.4296483, -111.940393 33.4211767)",0738
1462,v,10,61,B0,G1,225,2369,[],[],False,False,"LINESTRING(-111.9403 33.42853, -111.9380706 33.4201025)",0800
1464,v,10,63,B0,G3,2249,1025,[],[],False,False,"LINESTRING(-111.9401825 33.4285883, -111.9327266 33.4207708)",0731
1465,v,10,64,B0,G4,2278,919,[],[],False,False,"LINESTRING(-111.9403 33.4291283, -111.931118 33.420322)",0751
1466,v,10,65,B0,G5,2930,122,[],[],False,False,"LINESTRING(-111.9396276 33.4290018, -111.9278824 33.4202775)",0749
1467,v,10,66,B0,G6,2233,858,[],[],False,False,"LINESTRING(-111.9398459 33.4295852, -111.9261426 33.4201705)",0728
1471,v,10,70,B0,H0,687,938,[],[],False,False,"LINESTRING(-111.9400836 33.4294932, -111.9394775 33.4189212)",0742
1472,v,10,71,B0,H1,829,945,[],[],False,False,"LINESTRING(-111.9398235 33.4295881, -111.9373852 33.4183418)",0757
1473,v,10,72,B0,H2,2278,300,[],[],False,False,"LINESTRING(-111.9403 33.4291283, -111.9367767 33.4183452)",0715
1474,v,10,73,B0,H3,1697,2446,[],[],False,False,"LINESTRING(-111.9401736 33.429488, -111.9342432 33.4192663)",0736
1475,v,10,74,B0,H4,686,3222,[],[],False,False,"LINESTRING(-111.940087 33.4295692, -111.9310383 33.4189444)",0733
1476,v,10,75,B0,H5,1412,1275,[],[],False,False,"LINESTRING(-111.9403 33.4297218, -111.9287298 33.4185907)",0739
1477,v,10,76,B0,H6,681,1052,[],[],False,False,"LINESTRING(-111.9399608 33.4294989, -111.9267049 33.4192586)",0703
1481,v,10,80,B0,I0,523,2178,[],[],False,False,"LINESTRING(-111.9399684 33.429775, -111.9397819 33.4174542)",0727
1482,v,10,81,B0,I1,739,256,[],[],False,False,"LINESTRING(-111.9403 33.4296483, -111.9376553 33.4176415)",0723
1483,v,10,82,B0,I2,736,2805,[],[],False,False,"LINESTRING(-111.9403 33.4295474, -111.935749 33.4162784)",0715
1484,v,10,83,B0,I3,2071,2688,[],[],False,False,"LINESTRING(-111.9397846 33.4284949, -111.9338496 33.4165541)",0735
1485,v,10,84,B0,I4,523,2109,[],[],False,False,"LINESTRING(-111.9399684 33.429775, -111.9321368 33.4176055)",0758
1486,v,10,85,B0,I5,2930,2747,[],[],False,False,"LINESTRING(-111.9396276 33.4290018, -111.9283722 33.4174917)",0740
1487,v,10,86,B0,I6,2228,3272,[],[],False,False,"LINESTRING(-111.9403 33.4284658, -111.9275746 33.416017)",0702
1492,v,10,91,B0,J1,1815,274,[],[],False,False,"LINESTRING(-111.9398312 33.4297756, -111.9371005 33.4158371)",0712
1493,v,10,92,B0,J2,223,1303,[],[],False,False,"LINESTRING(-111.9400739 33.4285325, -111.9348568 33.4149241)",0743
1494,v,10,93,B0,J3,3124,3071,[],[],False,False,"LINESTRING(-111.9404249 33.4292718, -111.9344263 33.4143852)",0723
1495,v,10,94,B0,J4,681,192,[],[],False,False,"LINESTRING(-111.9399608 33.4294989, -111.931704 33.4159277)",0719
1496,v,10,95,B0,J5,225,3151,[],[],False,False,"LINESTRING(-111.9403 33.42853, -111.9283121 33.4148525)",0717
1497,v,10,96,B0,J6,682,201,[],[],False,False,"LINESTRING(-111.9399917 33.4284947, -111.926292 33.4146937)",0731
1541,v,11,0,B1,A0,2236,2886,[],[],False,False,"LINESTRING(-111.9383649 33.4300084, -111.9395034 33.4312586)",0713
1542,v,11,1,B1,A1,2235,1810,[],[],False,False,"LINESTRING(-111.9385019 33.4298693, -111.9375006 33.4306304)",0753
1543,v,11,2,B1,A2,2240,149,[],[],False,False,"LINESTRING(-111.9382532 33.4300755, -111.935676 33.4304358)",0732
1544,v,11,3,B1,A3,1476,342,[],[],False,False,"LINESTRING(-111.9388059 33.4296358, -111.9337084 33.4316153)",0737
1545,v,11,4,B1,A4,2238,346,[],[],False,False,"LINESTRING(-111.9384556 33.4298016, -111.9323036 33.4311205)",0705
1546,v,11,5,B1,A5,2234,1421,[],[],False,False,"LINESTRING(-111.9384801 33.4298382, -111.9301153 33.4305799)",0716
1551,v,11,10,B1,B0,732,737,[],[],False,False,"LINESTRING(-111.9391348 33.4297705, -111.9401824 33.4295586)",0734
1552,v,11,11,B1,B1,2239,514,[],[],False,False,"LINESTRING(-111.9384564 33.4301008, -111.9389142 33.4285639)",0719
1555,v,11,14,B1,B4,1477,792,[],[],False,False,"LINESTRING(-111.9384402 33.4297797, -111.931351 33.428931)",0731
1556,v,11,15,B1,B5,1477,1615,[],[],False,False,"LINESTRING(-111.9384402 33.4297797, -111.9286322 33.4290765)",0746
1557,v,11,16,B1,B6,1976,1715,[],[],False,False,"LINESTRING(-111.9387067 33.4301222, -111.9264838 33.4290194)",0719
1561,v,11,20,B1,C0,594,41,[],[],False,False,"LINESTRING(-111.9388275 33.4298464, -111.9397193 33.4273841)",0746
1562,v,11,21,B1,C1,2235,1402,[],[],False,False,"LINESTRING(-111.9385019 33.4298693, -111.9387681 33.4280129)",0748
1563,v,11,22,B1,C2,1476,1963,[],[],False,False,"LINESTRING(-111.9388059 33.4296358, -111.9357079 33.428221)",0732
1564,v,11,23,B1,C3,593,1961,[],[],False,False,"LINESTRING(-111.9385843 33.4299677, -111.9329057 33.4282602)",0715
1565,v,11,24,B1,C4,1813,2593,[],[],False,False,"LINESTRING(-111.9384706 33.4301197, -111.9311428 33.4278623)",0712
1566,v,11,25,B1,C5,593,1192,[],[],False,False,"LINESTRING(-111.9385843 33.4299677, -111.9283797 33.4283199)",0742
1567,v,11,26,B1,C6,513,474,[],[],False,False,"LINESTRING(-111.9386855 33.4289781, -111.9262149 33.4275095)",0718
1571,v,11,30,B1,D0,2301,2266,[],[],False,False,"LINESTRING(-111.9388202 33.4292161, -111.9399211 33.4250135)",0723
1572,v,11,31,B1,D1,2301,1848,[],[],False,False,"LINESTRING(-111.9388202 33.4292161, -111.9385913 33.4253537)",0756
1573,v,11,32,B1,D2,831,1834,[],[],False,False,"LINESTRING(-111.9387779 33.4297044, -111.9352875 33.4258403)",0745
1574,v,11,33,B1,D3,513,2574,[],[],False,False,"LINESTRING(-111.9386855 33.4289781, -111.9333951 33.4255148)",0726
1575,v,11,34,B1,D4,515,1080,[],[],False,False,"LINESTRING(-111.93888 33.4285351, -111.9311384 33.4250777)",0727
1576,v,11,35,B1,D5,513,1684,[],[],False,False,"LINESTRING(-111.9386855 33.4289781, -111.928656 33.4249718)",0726
1577,v,11,36,B1,D6,593,3109,[],[],False,False,"LINESTRING(-111.9385843 33.4299677, -111.9272361 33.425273)",0728
1581,v,11,40,B1,E0,594,657,[],[],False,False,"LINESTRING(-111.9388275 33.4298464, -111.940068 33.4231956)",0720
1582,v,11,41,B1,E1,592,1899,[],[],False,False,"LINESTRING(-111.9384221 33.4300669, -111.9391309 33.4230802)",0753
1583,v,11,42,B1,E2,2235,2921,[],[],False,False,"LINESTRING(-111.9385019 33.4298693, -111.9352292 33.4239624)",0733
1584,v,11,43,B1,E3,2238,3230,[],[],False,False,"LINESTRING(-111.9384556 33.4298016, -111.9336963 33.4232005)",0703
1585,v,11,44,B1,E4,831,217,[],[],False,False,"LINESTRING(-111.9387779 33.4297044, -111.9304115 33.4231876)",0728
1586,v,11,45,B1,E5,2232,166,[],[],False,False,"LINESTRING(-111.9391876 33.4295431, -111.9285714 33.4248545)",0800
1587,v,11,46,B1,E6,592,2112,[],[],False,False,"LINESTRING(-111.9384221 33.4300669, -111.9275107 33.4233377)",0702
1591,v,11,50,B1,F0,827,2822,[],[],False,False,"LINESTRING(-111.9381867 33.4300134, -111.9396537 33.422608)",0705
1592,v,11,51,B1,F1,593,3207,[],[],False,False,"LINESTRING(-111.9385843 33.4299677, -111.9377247 33.422251)",0702
1593,v,11,52,B1,F2,1976,2129,[],[],False,False,"LINESTRING(-111.9387067 33.4301222, -111.9354743 33.4229532)",0728
1594,v,11,53,B1,F3,2236,1040,[],[],False,False,"LINESTRING(-111.9383649 33.4300084, -111.9326145 33.4215211)",0737
1596,v,11,55,B1,F5,513,1461,[],[],False,False,"LINESTRING(-111.9386855 33.4289781, -111.9285082 33.4221106)",0729
1597,v,11,56,B1,F6,2239,1460,[],[],False,False,"LINESTRING(-111.9384564 33.4301008, -111.9275243 33.4221137)",0734
1601,v,11,60,B1,G0,2236,1992,[],[],False,False,"LINESTRING(-111.9383649 33.4300084, -111.9402342 33.4212617)",0718
1602,v,11,61,B1,G1,515,2363,[],[],False,False,"LINESTRING(-111.93888 33.4285351, -111.9385794 33.4205109)",0719
1603,v,11,62,B1,G2,732,2473,[],[],False,False,"LINESTRING(-111.9391348 33.4297705, -111.9368735 33.420527)",0723
1604,v,11,63,B1,G3,2239,1354,[],[],False,False,"LINESTRING(-111.9384564 33.4301008, -111.9335314 33.4197191)",0754
1605,v,11,64,B1,G4,1476,2736,[],[],False,False,"LINESTRING(-111.9388059 33.4296358, -111.9320866 33.4200562)",0740
1606,v,11,65,B1,G5,514,1711,[],[],False,False,"LINESTRING(-111.9389142 33.4285639, -111.9280207 33.4202133)",0735
1607,v,11,66,B1,G6,1476,461,[],[],False,False,"LINESTRING(-111.9388059 33.4296358, -111.9268118 33.4203601)",0747
1611,v,11,70,B1,H0,515,92,[],[],False,False,"LINESTRING(-111.93888 33.4285351, -111.9398533 33.4190667)",0747
1612,v,11,71,B1,H1,2240,2626,[],[],False,False,"LINESTRING(-111.9382532 33.4300755, -111.9387898 33.4186098)",0755
1613,v,11,72,B1,H2,592,297,[],[],False,False,"LINESTRING(-111.9384221 33.4300669, -111.9366865 33.4190969)",0715
1614,v,11,73,B1,H3,1476,2453,[],[],False,False,"LINESTRING(-111.9388059 33.4296358, -111.934584 33.4185756)",0736
1615,v,11,74,B1,H4,1976,2741,[],[],False,False,"LINESTRING(-111.9387067 33.4301222, -111.9321667 33.4191454)",0742
1616,v,11,75,B1,H5,2301,868,[],[],False,False,"LINESTRING(-111.9388202 33.4292161, -111.9288758 33.4193999)",0706
1617,v,11,76,B1,H6,1476,1427,[],[],False,False,"LINESTRING(-111.9388059 33.4296358, -111.9264767 33.4190147)",0742
1621,v,11,80,B1,I0,1477,114,[],[],False,False,"LINESTRING(-111.9384402 33.4297797, -111.939981 33.4162084)",0734
1622,v,11,81,B1,I1,831,2963,[],[],False,False,"LINESTRING(-111.9387779 33.4297044, -111.9382226 33.4169051)",0738
1623,v,11,82,B1,I2,2234,2432,[],[],False,False,"LINESTRING(-111.9384801 33.4298382, -111.9361118 33.416622)",0743
1624,v,11,83,B1,I3,2240,2979,[],[],False,False,"LINESTRING(-111.9382532 33.4300755, -111.9340853 33.4171288)",0753
1625,v,11,84,B1,I4,594,2357,[],[],False,False,"LINESTRING(-111.9388275 33.4298464, -111.9314576 33.4160085)",0714
1626,v,11,85,B1,I5,2240,55,[],[],False,False,"LINESTRING(-111.9382532 33.4300755, -111.9289101 33.4173761)",0703
1627,v,11,86,B1,I6,592,3066,[],[],False,False,"LINESTRING(-111.9384221 33.4300669, -111.9278156 33.4162951)",0710
1631,v,11,90,B1,J0,2237,358,[],[],False,False,"LINESTRING(-111.9383729 33.4300182, -111.9403 33.4147855)",0724
1632,v,11,91,B1,J1,1477,355,[],[],False,False,"LINESTRING(-111.9384402 33.4297797, -111.9372838 33.4159358)",0731
1633,v,11,92,B1,J2,1976,2808,[],[],False,False,"LINESTRING(-111.9387067 33.4301222, -111.9365592 33.4157516)",0734
1634,v,11,93,B1,J3,513,853,[],[],False,False,"LINESTRING(-111.9386855 33.4289781, -111.9338144 33.4146435)",0728
1635,v,11,94,B1,J4,831,2861,[],[],False,False,"LINESTRING(-111.9387779 33.4297044, -111.930688 33.415677)",0744
1636,v,11,95,B1,J5,1476,2166,[],[],False,False,"LINESTRING(-111.9388059 33.4296358, -111.9286764 33.4146021)",0722
1637,v,11,96,B1,J6,2237,771,[],[],False,False,"LINESTRING(-111.9383729 33.4300182, -111.9262909 33.4153155)",0736
1683,v,12,2,B2,A2,150,3048,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9366416 33.4310493)",0716
1685,v,12,4,B2,A4,150,347,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.931868 33.4308819)",0722
1686,v,12,5,B2,A5,150,1421,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9301153 33.4305799)",0723
1692,v,12,11,B2,B1,150,831,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9387779 33.4297044)",0734
1696,v,12,15,B2,B5,150,723,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9300736 33.4286996)",0720
1702,v,12,21,B2,C1,150,1404,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9377913 33.4281528)",0712
1706,v,12,25,B2,C5,150,1157,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9294825 33.4276521)",0745
1707,v,12,26,B2,C6,150,753,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9263688 33.4275117)",0727
1712,v,12,31,B2,D1,150,1845,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9382884 33.4253922)",0735
1723,v,12,42,B2,E2,150,1865,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9362061 33.4233393)",0729
1726,v,12,45,B2,E5,150,1077,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.930049 33.424523)",0729
1732,v,12,51,B2,F1,150,2678,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9391207 33.4230631)",0759
1734,v,12,53,B2,F3,150,3240,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9344033 33.4218141)",0755
1736,v,12,55,B2,F5,150,880,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9291124 33.4224856)",0737
1737,v,12,56,B2,F6,150,3121,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9260883 33.4228016)",0720
1742,v,12,61,B2,G1,150,2701,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9373392 33.420505)",0722
1744,v,12,63,B2,G3,150,1355,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9335254 33.4196669)",0723
1745,v,12,64,B2,G4,150,1020,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9315494 33.4203141)",0754
1746,v,12,65,B2,G5,150,875,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9289637 33.4208706)",0716
1747,v,12,66,B2,G6,150,785,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9262331 33.420595)",0707
1752,v,12,71,B2,H1,150,2328,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9379455 33.4181417)",0714
1753,v,12,72,B2,H2,150,2713,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9362625 33.419122)",0750
1756,v,12,75,B2,H5,150,2066,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9281444 33.4194062)",0733
1757,v,12,76,B2,H6,150,894,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9261 33.4177879)",0709
1762,v,12,81,B2,I1,150,2347,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9390243 33.4175991)",0742
1765,v,12,84,B2,I4,150,3120,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9314262 33.4171896)",0738
1771,v,12,90,B2,J0,150,1930,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.939506 33.4151723)",0757
1772,v,12,91,B2,J1,150,535,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9372334 33.4145237)",0703
1776,v,12,95,B2,J5,150,2635,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.9282814 33.4157963)",0718
1777,v,12,96,B2,J6,150,615,[],[],False,False,"LINESTRING(-111.9349285 33.4300573, -111.926107 33.4148301)",0747
1821,v,13,0,B3,A0,1133,2683,[],[],False,False,"LINESTRING(-111.933359 33.4286431, -111.9416314 33.4310061)",0741
1822,v,13,1,B3,A1,498,1797,[],[],False,False,"LINESTRING(-111.933978 33.4296433, -111.9389724 33.4308244)",0758
1823,v,13,2,B3,A2,1132,1416,[],[],False,False,"LINESTRING(-111.9331658 33.4286514, -111.9349953 33.432)",0715
1824,v,13,3,B3,A3,1133,2481,[],[],False,False,"LINESTRING(-111.933359 33.4286431, -111.9343684 33.4315188)",0711
1825,v,13,4,B3,A4,832,349,[],[],False,False,"LINESTRING(-111.9343207 33.4298487, -111.9301511 33.4304878)",0714
1826,v,13,5,B3,A5,1180,1422,[],[],False,False,"LINESTRING(-111.9335654 33.4291417, -111.9284986 33.430286)",0704
1830,v,13,9,B3,A9,2933,3008,[],[],False,False,"LINESTRING(-111.9331848 33.429885, -111.9186286 33.431419)",0707
1831,v,13,10,B3,B0,501,563,[],[],False,False,"LINESTRING(-111.9341659 33.4292821, -111.940091 33.4296678)",0724
1832,v,13,11,B3,B1,1176,2237,[],[],False,False,"LINESTRING(-111.933759 33.4286395, -111.9383729 33.4300182)",0711
1833,v,13,12,B3,B2,1183,150,[],[],False,False,"LINESTRING(-111.9329827 33.4291011, -111.9349285 33.4300573)",0756
1834,v,13,13,B3,B3,1175,724,[],[],False,False,"LINESTRING(-111.9339524 33.4286377, -111.9332433 33.4294457)",0740
1835,v,13,14,B3,B4,1133,2876,[],[],False,False,"LINESTRING(-111.933359 33.4286431, -111.9317453 33.4297085)",0703
1836,v,13,15,B3,B5,724,1385,[],[],False,False,"LINESTRING(-111.9332433 33.4294457, -111.9291727 33.4285738)",0758
1837,v,13,16,B3,B6,725,1620,[],[],False,False,"LINESTRING(-111.9333588 33.4294569, -111.9276131 33.4291843)",0739
1841,v,13,20,B3,C0,499,1395,[],[],False,False,"LINESTRING(-111.934056 33.4294897, -111.9395078 33.427594)",0737
1842,v,13,21,B3,C1,1183,1401,[],[],False,False,"LINESTRING(-111.9329827 33.4291011, -111.9390259 33.4274915)",0738
1843,v,13,22,B3,C2,1177,2407,[],[],False,False,"LINESTRING(-111.9335594 33.4286413, -111.9356146 33.4272397)",0736
1844,v,13,23,B3,C3,832,2616,[],[],False,False,"LINESTRING(-111.9343207 33.4298487, -111.9326942 33.4274353)",0705
1845,v,13,24,B3,C4,1139,2602,[],[],False,False,"LINESTRING(-111.9341512 33.428608, -111.9320713 33.4283422)",0753
1846,v,13,25,B3,C5,725,1196,[],[],False,False,"LINESTRING(-111.9333588 33.4294569, -111.9283609 33.4276645)",0735
1847,v,13,26,B3,C6,1130,474,[],[],False,False,"LINESTRING(-111.932764 33.4286738, -111.9262149 33.4275095)",0747
1851,v,13,30,B3,D0,1175,674,[],[],False,False,"LINESTRING(-111.9339524 33.4286377, -111.9399665 33.4256075)",0750
