name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
North Scottsdale Road,0,5589756,0,1,1,86.74,3,56,1800,primary,3,"LINESTRING (-111.9262877 33.4312176, -111.9262851 33.4320000)",walk;bike,1,0,,
North Scottsdale Road,1,5589756,1,0,1,86.74,3,56,1800,primary,3,"LINESTRING (-111.9262851 33.4320000, -111.9262877 33.4312176)",walk;bike,1,0,,
East 6th Street,2,5591077,2,3,1,56.82,1,30,1000,residential,6,"LINESTRING (-111.9303126 33.4236793, -111.9302974 33.4237487, -111.9302893 33.4237753, -111.9302809 33.4238008, -111.9302683 33.4238287, -111.9302531 33.4238532, -111.9302353 33.4238761, -111.9302153 33.4238971, -111.9301901 33.4239166, -111.9301629 33.4239344, -111.9301342 33.4239491, -111.9301050 33.4239619, -111.9300750 33.4239741, -111.9299266 33.4240263)",walk;bike,1,0,,
East 6th Street,3,5591077,3,2,1,56.82,1,30,1000,residential,6,"LINESTRING (-111.9299266 33.4240263, -111.9300750 33.4239741, -111.9301050 33.4239619, -111.9301342 33.4239491, -111.9301629 33.4239344, -111.9301901 33.4239166, -111.9302153 33.4238971, -111.9302353 33.4238761, -111.9302531 33.4238532, -111.9302683 33.4238287, -111.9302809 33.4238008, -111.9302893 33.4237753, -111.9302974 33.4237487, -111.9303126 33.4236793)",walk;bike,1,0,,
East 6th Street,4,5591077,3,4,1,84.34,1,30,1000,residential,6,"LINESTRING (-111.9299266 33.4240263, -111.9292474 33.4242503, -111.9290798 33.4242989)",walk;bike,1,0,,
East 6th Street,5,5591077,4,3,1,84.34,1,30,1000,residential,6,"LINESTRING (-111.9290798 33.4242989, -111.9292474 33.4242503, -111.9299266 33.4240263)",walk;bike,1,0,,
West 6th Street,6,5591085,5,6,1,13.95,1,40,1000,residential,6,"LINESTRING (-111.9403000 33.4243435, -111.9401499 33.4243445)",walk;bike,1,0,,
West 6th Street,7,5591085,6,5,1,13.95,1,40,1000,residential,6,"LINESTRING (-111.9401499 33.4243445, -111.9403000 33.4243435)",walk;bike,1,0,,
West 6th Street,8,5591085,6,7,1,7.34,1,40,1000,residential,6,"LINESTRING (-111.9401499 33.4243445, -111.9400710 33.4243450)",walk;bike,1,0,,
West 6th Street,9,5591085,7,6,1,7.34,1,40,1000,residential,6,"LINESTRING (-111.9400710 33.4243450, -111.9401499 33.4243445)",walk;bike,1,0,,
East 6th Street,10,5591100,8,9,1,8.58,1,40,1000,residential,6,"LINESTRING (-111.9376334 33.4243567, -111.9375411 33.4243581)",walk;bike,1,0,,
East 6th Street,11,5591100,9,8,1,8.58,1,40,1000,residential,6,"LINESTRING (-111.9375411 33.4243581, -111.9376334 33.4243567)",walk;bike,1,0,,
East 6th Street,12,5591100,9,10,1,17.01,1,40,1000,residential,6,"LINESTRING (-111.9375411 33.4243581, -111.9373581 33.4243583)",walk;bike,1,0,,
East 6th Street,13,5591100,10,9,1,17.01,1,40,1000,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9375411 33.4243581)",walk;bike,1,0,,
East 6th Street,14,5591100,10,11,1,55.86,1,40,1000,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9367572 33.4243590)",walk;bike,1,0,,
East 6th Street,15,5591100,11,10,1,55.86,1,40,1000,residential,6,"LINESTRING (-111.9367572 33.4243590, -111.9373581 33.4243583)",walk;bike,1,0,,
East 6th Street,16,5591100,11,12,1,8.48,1,40,1000,residential,6,"LINESTRING (-111.9367572 33.4243590, -111.9366660 33.4243591)",walk;bike,1,0,,
East 6th Street,17,5591100,12,11,1,8.48,1,40,1000,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9367572 33.4243590)",walk;bike,1,0,,
East 6th Street,18,5591100,12,13,1,9.23,1,40,1000,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9365667 33.4243587)",walk;bike,1,0,,
East 6th Street,19,5591100,13,12,1,9.23,1,40,1000,residential,6,"LINESTRING (-111.9365667 33.4243587, -111.9366660 33.4243591)",walk;bike,1,0,,
East 6th Street,20,5591100,13,14,1,30.95,1,40,1000,residential,6,"LINESTRING (-111.9365667 33.4243587, -111.9362338 33.4243617)",walk;bike,1,0,,
East 6th Street,21,5591100,14,13,1,30.95,1,40,1000,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9365667 33.4243587)",walk;bike,1,0,,
East 6th Street,22,5591100,14,15,1,36.07,1,40,1000,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9358458 33.4243666)",walk;bike,1,0,,
East 6th Street,23,5591100,15,14,1,36.07,1,40,1000,residential,6,"LINESTRING (-111.9358458 33.4243666, -111.9362338 33.4243617)",walk;bike,1,0,,
East 6th Street,24,5591100,15,16,1,31.52,1,40,1000,residential,6,"LINESTRING (-111.9358458 33.4243666, -111.9356716 33.4243667, -111.9355070 33.4243584)",walk;bike,1,0,,
East 6th Street,25,5591100,16,15,1,31.52,1,40,1000,residential,6,"LINESTRING (-111.9355070 33.4243584, -111.9356716 33.4243667, -111.9358458 33.4243666)",walk;bike,1,0,,
East 6th Street,26,5591100,16,17,1,10.65,1,40,1000,residential,6,"LINESTRING (-111.9355070 33.4243584, -111.9353940 33.4243427)",walk;bike,1,0,,
East 6th Street,27,5591100,17,16,1,10.65,1,40,1000,residential,6,"LINESTRING (-111.9353940 33.4243427, -111.9355070 33.4243584)",walk;bike,1,0,,
East 6th Street,28,5591100,17,18,1,27.46,1,40,1000,residential,6,"LINESTRING (-111.9353940 33.4243427, -111.9352904 33.4243346, -111.9351644 33.4243302, -111.9350992 33.4243313)",walk;bike,1,0,,
East 6th Street,29,5591100,18,17,1,27.46,1,40,1000,residential,6,"LINESTRING (-111.9350992 33.4243313, -111.9351644 33.4243302, -111.9352904 33.4243346, -111.9353940 33.4243427)",walk;bike,1,0,,
East 6th Street,30,5591100,18,19,1,10.91,1,40,1000,residential,6,"LINESTRING (-111.9350992 33.4243313, -111.9349819 33.4243327)",walk;bike,1,0,,
East 6th Street,31,5591100,19,18,1,10.91,1,40,1000,residential,6,"LINESTRING (-111.9349819 33.4243327, -111.9350992 33.4243313)",walk;bike,1,0,,
East Apache Boulevard,32,5602753,20,21,1,73.59,2,80,1800,primary,3,"LINESTRING (-111.9389443 33.4152954, -111.9388211 33.4152092, -111.9386707 33.4151129, -111.9382922 33.4149218)",walk;bike,0,0,,
East Apache Boulevard,33,5602753,21,22,1,91.57,2,80,1800,primary,3,"LINESTRING (-111.9382922 33.4149218, -111.9381040 33.4148441, -111.9378250 33.4147525, -111.9375837 33.4146896, -111.9373669 33.4146466)",walk;bike,0,0,,
East Apache Boulevard,34,5602753,22,23,1,32.39,2,80,1800,primary,3,"LINESTRING (-111.9373669 33.4146466, -111.9370926 33.4146142, -111.9370216 33.4146084)",walk;bike,0,0,,
West 4th Street,35,5603481,24,25,1,6.97,1,40,1000,residential,6,"LINESTRING (-111.9400770 33.4264624, -111.9401520 33.4264630)",walk;bike,1,0,,
West 4th Street,36,5603481,25,24,1,6.97,1,40,1000,residential,6,"LINESTRING (-111.9401520 33.4264630, -111.9400770 33.4264624)",walk;bike,1,0,,
West 4th Street,37,5603481,25,26,1,13.76,1,40,1000,residential,6,"LINESTRING (-111.9401520 33.4264630, -111.9403000 33.4264642)",walk;bike,1,0,,
West 4th Street,38,5603481,26,25,1,13.76,1,40,1000,residential,6,"LINESTRING (-111.9403000 33.4264642, -111.9401520 33.4264630)",walk;bike,1,0,,
South Mill Avenue,39,5607328,27,28,1,16.46,3,48,1800,primary,3,"LINESTRING (-111.9400858 33.4219347, -111.9400890 33.4218868, -111.9400996 33.4218187, -111.9401025 33.4217870)",walk;bike,0,0,,
South Mill Avenue,40,5607328,28,29,1,58.23,3,48,1800,primary,3,"LINESTRING (-111.9401025 33.4217870, -111.9401020 33.4215259, -111.9400799 33.4212624)",walk;bike,0,0,,
South Mill Avenue,41,5607328,29,30,1,27.97,3,48,1800,primary,3,"LINESTRING (-111.9400799 33.4212624, -111.9400696 33.4210103)",walk;bike,0,0,,
West 10th Street,42,5608313,31,32,1,6.47,1,30,1000,residential,6,"LINESTRING (-111.9400380 33.4190663, -111.9401076 33.4190658)",walk;bike,1,0,,
West 10th Street,43,5608313,32,31,1,6.47,1,30,1000,residential,6,"LINESTRING (-111.9401076 33.4190658, -111.9400380 33.4190663)",walk;bike,1,0,,
West 10th Street,44,5608313,32,33,1,17.89,1,30,1000,residential,6,"LINESTRING (-111.9401076 33.4190658, -111.9401698 33.4190650, -111.9403000 33.4190633)",walk;bike,1,0,,
West 10th Street,45,5608313,33,32,1,17.89,1,30,1000,residential,6,"LINESTRING (-111.9403000 33.4190633, -111.9401698 33.4190650, -111.9401076 33.4190658)",walk;bike,1,0,,
East University Drive,46,5614812,34,35,1,9.11,2,56,1600,secondary,4,"LINESTRING (-111.9366610 33.4219091, -111.9365630 33.4219081)",walk;bike,0,0,,
East University Drive,47,5614812,35,36,1,66.74,2,56,1600,secondary,4,"LINESTRING (-111.9365630 33.4219081, -111.9358451 33.4219117)",walk;bike,0,0,,
East University Drive,48,5614812,36,37,1,17.79,2,56,1600,secondary,4,"LINESTRING (-111.9358451 33.4219117, -111.9356538 33.4219104)",walk;bike,0,0,,
East University Drive,49,5614812,37,38,1,54.98,2,56,1600,secondary,4,"LINESTRING (-111.9356538 33.4219104, -111.9350625 33.4219162)",walk;bike,0,0,,
East University Drive,50,5614812,38,39,1,8.69,2,56,1600,secondary,4,"LINESTRING (-111.9350625 33.4219162, -111.9349690 33.4219161)",walk;bike,0,0,,
East 3rd Street,51,5615753,40,41,1,17.98,1,40,800,unclassified,15,"LINESTRING (-111.9395260 33.4273825, -111.9395770 33.4273848, -111.9397193 33.4273841)",walk;bike,1,0,,
East 3rd Street,52,5615753,41,40,1,17.98,1,40,800,unclassified,15,"LINESTRING (-111.9397193 33.4273841, -111.9395770 33.4273848, -111.9395260 33.4273825)",walk;bike,1,0,,
East 3rd Street,53,5615753,41,42,1,12.81,1,40,800,unclassified,15,"LINESTRING (-111.9397193 33.4273841, -111.9398571 33.4273837)",walk;bike,1,0,,
East 3rd Street,54,5615753,42,41,1,12.81,1,40,800,unclassified,15,"LINESTRING (-111.9398571 33.4273837, -111.9397193 33.4273841)",walk;bike,1,0,,
East 3rd Street,55,5615753,42,43,1,10.24,1,40,800,unclassified,15,"LINESTRING (-111.9398571 33.4273837, -111.9399672 33.4273845)",walk;bike,1,0,,
East 3rd Street,56,5615753,43,42,1,10.24,1,40,800,unclassified,15,"LINESTRING (-111.9399672 33.4273845, -111.9398571 33.4273837)",walk;bike,1,0,,
East 5th Street,57,5619424,44,45,1,11.91,1,48,1200,tertiary,5,"LINESTRING (-111.9394151 33.4255071, -111.9393853 33.4255064, -111.9392870 33.4255037)",walk;bike,1,0,,
East 5th Street,58,5619424,45,44,1,11.91,1,48,1200,tertiary,5,"LINESTRING (-111.9392870 33.4255037, -111.9393853 33.4255064, -111.9394151 33.4255071)",walk;bike,1,0,,
East 5th Street,59,5619424,45,46,1,22.78,1,48,1200,tertiary,5,"LINESTRING (-111.9392870 33.4255037, -111.9390420 33.4255044)",walk;bike,1,0,,
East 5th Street,60,5619424,46,45,1,22.78,1,48,1200,tertiary,5,"LINESTRING (-111.9390420 33.4255044, -111.9392870 33.4255037)",walk;bike,1,0,,
East 5th Street,61,5619424,46,47,1,19.06,1,48,1200,tertiary,5,"LINESTRING (-111.9390420 33.4255044, -111.9388370 33.4255050)",walk;bike,1,0,,
East 5th Street,62,5619424,47,46,1,19.06,1,48,1200,tertiary,5,"LINESTRING (-111.9388370 33.4255050, -111.9390420 33.4255044)",walk;bike,1,0,,
East 5th Street,63,5619424,47,48,1,52.34,1,48,1200,tertiary,5,"LINESTRING (-111.9388370 33.4255050, -111.9382740 33.4255065)",walk;bike,1,0,,
East 5th Street,64,5619424,48,47,1,52.34,1,48,1200,tertiary,5,"LINESTRING (-111.9382740 33.4255065, -111.9388370 33.4255050)",walk;bike,1,0,,
East 5th Street,65,5619424,48,49,1,10.04,1,48,1200,tertiary,5,"LINESTRING (-111.9382740 33.4255065, -111.9381660 33.4255068)",walk;bike,1,0,,
East 5th Street,66,5619424,49,48,1,10.04,1,48,1200,tertiary,5,"LINESTRING (-111.9381660 33.4255068, -111.9382740 33.4255065)",walk;bike,1,0,,
East 5th Street,67,5619424,49,50,1,87.21,1,48,1200,tertiary,5,"LINESTRING (-111.9381660 33.4255068, -111.9372279 33.4255094)",walk;bike,1,0,,
East 5th Street,68,5619424,50,49,1,87.21,1,48,1200,tertiary,5,"LINESTRING (-111.9372279 33.4255094, -111.9381660 33.4255068)",walk;bike,1,0,,
East 5th Street,69,5619424,50,51,1,13.19,1,48,1200,tertiary,5,"LINESTRING (-111.9372279 33.4255094, -111.9370860 33.4255098)",walk;bike,1,0,,
East 5th Street,70,5619424,51,50,1,13.19,1,48,1200,tertiary,5,"LINESTRING (-111.9370860 33.4255098, -111.9372279 33.4255094)",walk;bike,1,0,,
East 5th Street,71,5619424,51,52,1,29.28,1,48,1200,tertiary,5,"LINESTRING (-111.9370860 33.4255098, -111.9367710 33.4255107)",walk;bike,1,0,,
East 5th Street,72,5619424,52,51,1,29.28,1,48,1200,tertiary,5,"LINESTRING (-111.9367710 33.4255107, -111.9370860 33.4255098)",walk;bike,1,0,,
East 5th Street,73,5619424,52,53,1,9.17,1,48,1200,tertiary,5,"LINESTRING (-111.9367710 33.4255107, -111.9366724 33.4255110)",walk;bike,1,0,,
East 5th Street,74,5619424,53,52,1,9.17,1,48,1200,tertiary,5,"LINESTRING (-111.9366724 33.4255110, -111.9367710 33.4255107)",walk;bike,1,0,,
South McAllister Avenue,75,5624529,54,55,1,75.64,1,40,1200,tertiary,5,"LINESTRING (-111.9288523 33.4180544, -111.9288521 33.4177470, -111.9288571 33.4176455, -111.9288750 33.4175250, -111.9288928 33.4174421, -111.9289101 33.4173761)",walk;bike,1,0,,
South McAllister Avenue,76,5624529,55,54,1,75.64,1,40,1200,tertiary,5,"LINESTRING (-111.9289101 33.4173761, -111.9288928 33.4174421, -111.9288750 33.4175250, -111.9288571 33.4176455, -111.9288521 33.4177470, -111.9288523 33.4180544)",walk;bike,1,0,,
South McAllister Avenue,77,5624529,55,56,1,94.91,1,40,1200,tertiary,5,"LINESTRING (-111.9289101 33.4173761, -111.9289519 33.4172679, -111.9290111 33.4171412, -111.9290658 33.4170466, -111.9291629 33.4169067, -111.9292636 33.4167865, -111.9294120 33.4166399)",walk;bike,1,0,,
South McAllister Avenue,78,5624529,56,55,1,94.91,1,40,1200,tertiary,5,"LINESTRING (-111.9294120 33.4166399, -111.9292636 33.4167865, -111.9291629 33.4169067, -111.9290658 33.4170466, -111.9290111 33.4171412, -111.9289519 33.4172679, -111.9289101 33.4173761)",walk;bike,1,0,,
South Packard Drive,79,5630444,4,57,1,10.34,1,30,800,unclassified,15,"LINESTRING (-111.9290798 33.4242989, -111.9291226 33.4243850)",walk;bike,1,0,,
South Packard Drive,80,5630444,57,4,1,10.34,1,30,800,unclassified,15,"LINESTRING (-111.9291226 33.4243850, -111.9290798 33.4242989)",walk;bike,1,0,,
South Packard Drive,81,5630444,57,58,1,30.53,1,30,800,unclassified,15,"LINESTRING (-111.9291226 33.4243850, -111.9291911 33.4245463, -111.9292203 33.4246475)",walk;bike,1,0,,
South Packard Drive,82,5630444,58,57,1,30.53,1,30,800,unclassified,15,"LINESTRING (-111.9292203 33.4246475, -111.9291911 33.4245463, -111.9291226 33.4243850)",walk;bike,1,0,,
South Packard Drive,83,5630444,58,59,1,17.75,1,30,800,unclassified,15,"LINESTRING (-111.9292203 33.4246475, -111.9292367 33.4247290, -111.9292440 33.4248062)",walk;bike,1,0,,
South Packard Drive,84,5630444,59,58,1,17.75,1,30,800,unclassified,15,"LINESTRING (-111.9292440 33.4248062, -111.9292367 33.4247290, -111.9292203 33.4246475)",walk;bike,1,0,,
South Packard Drive,85,5630444,59,60,1,9.89,1,30,800,unclassified,15,"LINESTRING (-111.9292440 33.4248062, -111.9292506 33.4248952)",walk;bike,1,0,,
South Packard Drive,86,5630444,60,59,1,9.89,1,30,800,unclassified,15,"LINESTRING (-111.9292506 33.4248952, -111.9292440 33.4248062)",walk;bike,1,0,,
South Packard Drive,87,5630444,60,61,1,6.49,1,30,800,unclassified,15,"LINESTRING (-111.9292506 33.4248952, -111.9292543 33.4249537)",walk;bike,1,0,,
South Packard Drive,88,5630444,61,60,1,6.49,1,30,800,unclassified,15,"LINESTRING (-111.9292543 33.4249537, -111.9292506 33.4248952)",walk;bike,1,0,,
South Packard Drive,89,5630444,61,62,1,38.14,1,30,800,unclassified,15,"LINESTRING (-111.9292543 33.4249537, -111.9292564 33.4252977)",walk;bike,1,0,,
South Packard Drive,90,5630444,62,61,1,38.14,1,30,800,unclassified,15,"LINESTRING (-111.9292564 33.4252977, -111.9292543 33.4249537)",walk;bike,1,0,,
South Packard Drive,91,5630444,62,63,1,38.8,1,30,800,unclassified,15,"LINESTRING (-111.9292564 33.4252977, -111.9292588 33.4256477)",walk;bike,1,0,,
South Packard Drive,92,5630444,63,62,1,38.8,1,30,800,unclassified,15,"LINESTRING (-111.9292588 33.4256477, -111.9292564 33.4252977)",walk;bike,1,0,,
South Packard Drive,93,5630444,63,64,1,40.0,1,30,800,unclassified,15,"LINESTRING (-111.9292588 33.4256477, -111.9292613 33.4260085)",walk;bike,1,0,,
South Packard Drive,94,5630444,64,63,1,40.0,1,30,800,unclassified,15,"LINESTRING (-111.9292613 33.4260085, -111.9292588 33.4256477)",walk;bike,1,0,,
South Packard Drive,95,5630444,64,65,1,11.81,1,30,800,unclassified,15,"LINESTRING (-111.9292613 33.4260085, -111.9292620 33.4261150)",walk;bike,1,0,,
South Packard Drive,96,5630444,65,64,1,11.81,1,30,800,unclassified,15,"LINESTRING (-111.9292620 33.4261150, -111.9292613 33.4260085)",walk;bike,1,0,,
South Packard Drive,97,5630444,65,66,1,4.06,1,30,800,unclassified,15,"LINESTRING (-111.9292620 33.4261150, -111.9292627 33.4261516)",walk;bike,1,0,,
South Packard Drive,98,5630444,66,65,1,4.06,1,30,800,unclassified,15,"LINESTRING (-111.9292627 33.4261516, -111.9292620 33.4261150)",walk;bike,1,0,,
South Packard Drive,99,5630444,66,67,1,64.42,1,30,800,unclassified,15,"LINESTRING (-111.9292627 33.4261516, -111.9292732 33.4267326)",walk;bike,1,0,,
South Packard Drive,100,5630444,67,66,1,64.42,1,30,800,unclassified,15,"LINESTRING (-111.9292732 33.4267326, -111.9292627 33.4261516)",walk;bike,1,0,,
South Packard Drive,101,5630444,67,68,1,65.81,1,30,800,unclassified,15,"LINESTRING (-111.9292732 33.4267326, -111.9292840 33.4273261)",walk;bike,1,0,,
South Packard Drive,102,5630444,68,67,1,65.81,1,30,800,unclassified,15,"LINESTRING (-111.9292840 33.4273261, -111.9292732 33.4267326)",walk;bike,1,0,,
South Packard Drive,103,5630444,68,69,1,72.52,1,30,800,unclassified,15,"LINESTRING (-111.9292840 33.4273261, -111.9292893 33.4279802)",walk;bike,1,0,,
South Packard Drive,104,5630444,69,68,1,72.52,1,30,800,unclassified,15,"LINESTRING (-111.9292893 33.4279802, -111.9292840 33.4273261)",walk;bike,1,0,,
South Packard Drive,105,5630444,69,70,1,63.18,1,30,800,unclassified,15,"LINESTRING (-111.9292893 33.4279802, -111.9293056 33.4285499)",walk;bike,1,0,,
South Packard Drive,106,5630444,70,69,1,63.18,1,30,800,unclassified,15,"LINESTRING (-111.9293056 33.4285499, -111.9292893 33.4279802)",walk;bike,1,0,,
South Packard Drive,107,5630444,70,71,1,12.96,1,30,800,unclassified,15,"LINESTRING (-111.9293056 33.4285499, -111.9293060 33.4286668)",walk;bike,1,0,,
South Packard Drive,108,5630444,71,70,1,12.96,1,30,800,unclassified,15,"LINESTRING (-111.9293060 33.4286668, -111.9293056 33.4285499)",walk;bike,1,0,,
East 8th Street,109,5636208,72,73,1,11.37,1,48,1200,tertiary,5,"LINESTRING (-111.9262379 33.4209763, -111.9261191 33.4209521)",walk;bike,1,0,,
East 8th Street,110,5636208,73,72,1,11.37,1,48,1200,tertiary,5,"LINESTRING (-111.9261191 33.4209521, -111.9262379 33.4209763)",walk;bike,1,0,,
East 8th Street,111,5636208,73,74,1,1.83,1,48,1200,tertiary,5,"LINESTRING (-111.9261191 33.4209521, -111.9261000 33.4209480)",walk;bike,1,0,,
East 8th Street,112,5636208,74,73,1,1.83,1,48,1200,tertiary,5,"LINESTRING (-111.9261000 33.4209480, -111.9261191 33.4209521)",walk;bike,1,0,,
South Forest Avenue,113,5640924,75,76,1,10.03,1,24,1000,residential,6,"LINESTRING (-111.9366324 33.4174773, -111.9366283 33.4173869)",walk;bike,1,0,,
South Forest Avenue,114,5640924,76,75,1,10.03,1,24,1000,residential,6,"LINESTRING (-111.9366283 33.4173869, -111.9366324 33.4174773)",walk;bike,1,0,,
South Forest Avenue,115,5640924,76,77,1,105.09,1,24,1000,residential,6,"LINESTRING (-111.9366283 33.4173869, -111.9366279 33.4173593, -111.9366160 33.4164391)",walk;bike,1,0,,
South Forest Avenue,116,5640924,77,76,1,105.09,1,24,1000,residential,6,"LINESTRING (-111.9366160 33.4164391, -111.9366279 33.4173593, -111.9366283 33.4173869)",walk;bike,1,0,,
South Forest Avenue,117,5640924,77,78,1,18.45,1,24,1000,residential,6,"LINESTRING (-111.9366160 33.4164391, -111.9366153 33.4163183, -111.9366156 33.4162727)",walk;bike,1,0,,
South Forest Avenue,118,5640924,78,77,1,18.45,1,24,1000,residential,6,"LINESTRING (-111.9366156 33.4162727, -111.9366153 33.4163183, -111.9366160 33.4164391)",walk;bike,1,0,,
South Forest Avenue,119,5640924,78,79,1,7.51,1,24,1000,residential,6,"LINESTRING (-111.9366156 33.4162727, -111.9366150 33.4162050)",walk;bike,1,0,,
South Forest Avenue,120,5640924,79,78,1,7.51,1,24,1000,residential,6,"LINESTRING (-111.9366150 33.4162050, -111.9366156 33.4162727)",walk;bike,1,0,,
South Forest Avenue,121,5640924,79,80,1,7.46,1,24,1000,residential,6,"LINESTRING (-111.9366150 33.4162050, -111.9366127 33.4161377)",walk;bike,1,0,,
South Forest Avenue,122,5640924,80,79,1,7.46,1,24,1000,residential,6,"LINESTRING (-111.9366127 33.4161377, -111.9366150 33.4162050)",walk;bike,1,0,,
South Forest Avenue,123,5640924,80,81,1,79.8,1,24,1000,residential,6,"LINESTRING (-111.9366127 33.4161377, -111.9366121 33.4161007, -111.9366060 33.4154179)",walk;bike,1,0,,
South Forest Avenue,124,5640924,81,80,1,79.8,1,24,1000,residential,6,"LINESTRING (-111.9366060 33.4154179, -111.9366121 33.4161007, -111.9366127 33.4161377)",walk;bike,1,0,,
South Forest Avenue,125,5640924,81,82,1,35.76,1,24,1000,residential,6,"LINESTRING (-111.9366060 33.4154179, -111.9366028 33.4150954)",walk;bike,1,0,,
South Forest Avenue,126,5640924,82,81,1,35.76,1,24,1000,residential,6,"LINESTRING (-111.9366028 33.4150954, -111.9366060 33.4154179)",walk;bike,1,0,,
South Forest Avenue,127,5640924,82,83,1,16.82,1,24,1000,residential,6,"LINESTRING (-111.9366028 33.4150954, -111.9366013 33.4149437)",walk;bike,1,0,,
South Forest Avenue,128,5640924,83,82,1,16.82,1,24,1000,residential,6,"LINESTRING (-111.9366013 33.4149437, -111.9366028 33.4150954)",walk;bike,1,0,,
South Forest Avenue,129,5640924,83,84,1,15.55,1,24,1000,residential,6,"LINESTRING (-111.9366013 33.4149437, -111.9365974 33.4148035)",walk;bike,1,0,,
South Forest Avenue,130,5640924,84,83,1,15.55,1,24,1000,residential,6,"LINESTRING (-111.9365974 33.4148035, -111.9366013 33.4149437)",walk;bike,1,0,,
South Forest Avenue,131,5640924,84,85,1,6.93,1,24,1000,residential,6,"LINESTRING (-111.9365974 33.4148035, -111.9365984 33.4147410)",walk;bike,1,0,,
South Forest Avenue,132,5640924,85,84,1,6.93,1,24,1000,residential,6,"LINESTRING (-111.9365984 33.4147410, -111.9365974 33.4148035)",walk;bike,1,0,,
South Forest Avenue,133,5640932,86,87,1,13.7,1,40,1000,residential,6,"LINESTRING (-111.9370825 33.4144000, -111.9370852 33.4145236)",walk;bike,1,0,,
South Forest Avenue,134,5640932,87,86,1,13.7,1,40,1000,residential,6,"LINESTRING (-111.9370852 33.4145236, -111.9370825 33.4144000)",walk;bike,1,0,,
East 10th Street,135,5643860,88,89,1,36.6,1,24,1000,residential,6,"LINESTRING (-111.9381322 33.4190867, -111.9381900 33.4190773, -111.9385248 33.4190744)",walk;bike,1,0,,
East 10th Street,136,5643860,89,88,1,36.6,1,24,1000,residential,6,"LINESTRING (-111.9385248 33.4190744, -111.9381900 33.4190773, -111.9381322 33.4190867)",walk;bike,1,0,,
East 10th Street,137,5643860,89,90,1,88.68,1,24,1000,residential,6,"LINESTRING (-111.9385248 33.4190744, -111.9394786 33.4190668)",walk;bike,1,0,,
East 10th Street,138,5643860,90,89,1,88.68,1,24,1000,residential,6,"LINESTRING (-111.9394786 33.4190668, -111.9385248 33.4190744)",walk;bike,1,0,,
East 10th Street,139,5643860,90,91,1,30.16,1,24,1000,residential,6,"LINESTRING (-111.9394786 33.4190668, -111.9397690 33.4190666, -111.9398030 33.4190672)",walk;bike,1,0,,
East 10th Street,140,5643860,91,90,1,30.16,1,24,1000,residential,6,"LINESTRING (-111.9398030 33.4190672, -111.9397690 33.4190666, -111.9394786 33.4190668)",walk;bike,1,0,,
East 10th Street,141,5643860,91,92,1,4.68,1,24,1000,residential,6,"LINESTRING (-111.9398030 33.4190672, -111.9398533 33.4190667)",walk;bike,1,0,,
East 10th Street,142,5643860,92,91,1,4.68,1,24,1000,residential,6,"LINESTRING (-111.9398533 33.4190667, -111.9398030 33.4190672)",walk;bike,1,0,,
South Myrtle Avenue,143,5658805,93,94,1,6.32,1,24,1000,residential,6,"LINESTRING (-111.9381506 33.4218987, -111.9381490 33.4218417)",walk;bike,1,0,,
South Myrtle Avenue,144,5658805,94,93,1,6.32,1,24,1000,residential,6,"LINESTRING (-111.9381490 33.4218417, -111.9381506 33.4218987)",walk;bike,1,0,,
South Myrtle Avenue,145,5658805,94,95,1,69.41,1,24,1000,residential,6,"LINESTRING (-111.9381490 33.4218417, -111.9381410 33.4212157)",walk;bike,1,0,,
South Myrtle Avenue,146,5658805,95,94,1,69.41,1,24,1000,residential,6,"LINESTRING (-111.9381410 33.4212157, -111.9381490 33.4218417)",walk;bike,1,0,,
South Myrtle Avenue,147,5658805,95,96,1,77.65,1,24,1000,residential,6,"LINESTRING (-111.9381410 33.4212157, -111.9381320 33.4205154)",walk;bike,1,0,,
South Myrtle Avenue,148,5658805,96,95,1,77.65,1,24,1000,residential,6,"LINESTRING (-111.9381320 33.4205154, -111.9381410 33.4212157)",walk;bike,1,0,,
South Myrtle Avenue,149,5658805,96,97,1,24.31,1,24,1000,residential,6,"LINESTRING (-111.9381320 33.4205154, -111.9381258 33.4202962)",walk;bike,1,0,,
South Myrtle Avenue,150,5658805,97,96,1,24.31,1,24,1000,residential,6,"LINESTRING (-111.9381258 33.4202962, -111.9381320 33.4205154)",walk;bike,1,0,,
South Myrtle Avenue,151,5658805,97,98,1,8.03,1,24,1000,residential,6,"LINESTRING (-111.9381258 33.4202962, -111.9381248 33.4202238)",walk;bike,1,0,,
South Myrtle Avenue,152,5658805,98,97,1,8.03,1,24,1000,residential,6,"LINESTRING (-111.9381248 33.4202238, -111.9381258 33.4202962)",walk;bike,1,0,,
South Myrtle Avenue,153,5658805,98,99,1,13.53,1,24,1000,residential,6,"LINESTRING (-111.9381248 33.4202238, -111.9381226 33.4201018)",walk;bike,1,0,,
