o_zone_id,o_zone_name,d_zone_id,d_zone_name,dist_km,geometry
0,A0,97,J7,2.3288873005555506,"LINESTRING (-111.94048216 33.431108615, -111.92437879999999 33.415045685)"
0,A0,98,J8,2.471323925886992,"LINESTRING (-111.94048216 33.431108615, -111.92207832000001 33.415045685)"
0,A0,99,J9,2.6234197669574484,"LINESTRING (-111.94048216 33.431108615, -111.91977784000001 33.415045685)"
0,A0,100,gate0,0.19845737550834855,"LINESTRING (-111.94048216 33.431108615, -111.94048216 33.432893385)"
0,A0,101,gate1,0.2914750203366698,"LINESTRING (-111.94048216 33.431108615, -111.93818168 33.432893385)"
0,A0,102,gate2,0.4708234820806193,"LINESTRING (-111.94048216 33.431108615, -111.93588120000001 33.432893385)"
0,A0,103,gate3,0.6704748544536507,"LINESTRING (-111.94048216 33.431108615, -111.93358072000002 33.432893385)"
0,A0,104,gate4,0.8766658521077227,"LINESTRING (-111.94048216 33.431108615, -111.93128024 33.432893385)"
0,A0,105,gate5,1.085676843737598,"LINESTRING (-111.94048216 33.431108615, -111.92897976 33.432893385)"
0,A0,106,gate6,1.2961443242339816,"LINESTRING (-111.94048216 33.431108615, -111.92667927999999 33.432893385)"
0,A0,107,gate7,1.5074583634257992,"LINESTRING (-111.94048216 33.431108615, -111.92437879999999 33.432893385)"
0,A0,108,gate8,1.719306849681343,"LINESTRING (-111.94048216 33.431108615, -111.92207832000001 33.432893385)"
0,A0,109,gate9,1.931513934377679,"LINESTRING (-111.94048216 33.431108615, -111.91977784000001 33.432893385)"
0,A0,110,gate10,1.984573690364819,"LINESTRING (-111.94048216 33.431108615, -111.94048216 33.413260915)"
0,A0,111,gate11,1.9960248999814092,"LINESTRING (-111.94048216 33.431108615, -111.93818168 33.413260915)"
0,A0,112,gate12,2.029990982724858,"LINESTRING (-111.94048216 33.431108615, -111.93588120000001 33.413260915)"
0,A0,113,gate13,2.085372076737657,"LINESTRING (-111.94048216 33.431108615, -111.93358072000002 33.413260915)"
0,A0,114,gate14,2.160522007549529,"LINESTRING (-111.94048216 33.431108615, -111.93128024 33.413260915)"
0,A0,115,gate15,2.253463843565694,"LINESTRING (-111.94048216 33.431108615, -111.92897976 33.413260915)"
0,A0,116,gate16,2.3620983430849702,"LINESTRING (-111.94048216 33.431108615, -111.92667927999999 33.413260915)"
0,A0,117,gate17,2.484367765063011,"LINESTRING (-111.94048216 33.431108615, -111.92437879999999 33.413260915)"
0,A0,118,gate18,2.6183626799894615,"LINESTRING (-111.94048216 33.431108615, -111.92207832000001 33.413260915)"
0,A0,119,gate19,2.7623773056562815,"LINESTRING (-111.94048216 33.431108615, -111.91977784000001 33.413260915)"
0,A0,120,gate20,0.21347902684140596,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.431108615)"
0,A0,121,gate21,0.2914782361071047,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.429323845)"
0,A0,122,gate22,0.4506844474373663,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.427539075)"
0,A0,123,gate23,0.6324903621242726,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.425754305)"
0,A0,124,gate24,0.822035453808933,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.423969535)"
0,A0,125,gate25,1.014993186114295,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.422184765000004)"
0,A0,126,gate26,1.2097316682452863,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.420399995000004)"
0,A0,127,gate27,1.4055109044819827,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.418615224999996)"
0,A0,128,gate28,1.6019493561686862,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.416830454999996)"
0,A0,129,gate29,1.798831078256496,"LINESTRING (-111.94048216 33.431108615, -111.94278264 33.415045685)"
0,A0,130,gate30,2.134790202308433,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.431108615)"
0,A0,131,gate31,2.144016849903803,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.429323845)"
0,A0,132,gate32,2.1714184167831445,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.427539075)"
0,A0,133,gate33,2.2163208906277583,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.425754305)"
0,A0,134,gate34,2.2776894615599343,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.423969535)"
0,A0,135,gate35,2.3542368058975165,"LINESTRING (-111.94048216 33.431108615, -111.91747736000002 33.422184765000004)"
0,A0,136,gate36,2.4445374280987617,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.420399995000004)"
0,A0,137,gate37,2.547129011092015,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.418615224999996)"
0,A0,138,gate38,2.660590123642997,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.416830454999996)"
0,A0,139,gate39,2.7835919346393556,"LINESTRING (-111.94048216 33.431108615, -111.91747736 33.415045685)"
1,A1,0,A0,0.21347902684140596,"LINESTRING (-111.93818168 33.431108615, -111.94048216 33.431108615)"
1,A1,1,A1,0.0,"LINESTRING (-111.93818168 33.431108615, -111.93818168 33.431108615)"
1,A1,2,A2,0.21347902684140596,"LINESTRING (-111.93818168 33.431108615, -111.93588120000001 33.431108615)"
1,A1,3,A3,0.4269580537427345,"LINESTRING (-111.93818168 33.431108615, -111.93358072000002 33.431108615)"
1,A1,4,A4,0.6404370666911582,"LINESTRING (-111.93818168 33.431108615, -111.93128024 33.431108615)"
1,A1,5,A5,0.8539160868557246,"LINESTRING (-111.93818168 33.431108615, -111.92897976 33.431108615)"
1,A1,6,A6,1.0673951016308811,"LINESTRING (-111.93818168 33.431108615, -111.92667927999999 33.431108615)"
1,A1,7,A7,1.2808741209274754,"LINESTRING (-111.93818168 33.431108615, -111.92437879999999 33.431108615)"
1,A1,8,A8,1.4943531429960768,"LINESTRING (-111.93818168 33.431108615, -111.92207832000001 33.431108615)"
1,A1,9,A9,1.7078321617146492,"LINESTRING (-111.93818168 33.431108615, -111.91977784000001 33.431108615)"
1,A1,10,B0,0.2914782361071047,"LINESTRING (-111.93818168 33.431108615, -111.94048216 33.429323845)"
1,A1,11,B1,0.19845737550834855,"LINESTRING (-111.93818168 33.431108615, -111.93818168 33.429323845)"
1,A1,12,B2,0.2914782361071047,"LINESTRING (-111.93818168 33.431108615, -111.93588120000001 33.429323845)"
1,A1,13,B3,0.47083143569774605,"LINESTRING (-111.93818168 33.431108615, -111.93358072000002 33.429323845)"
1,A1,14,B4,0.6704874228677753,"LINESTRING (-111.93818168 33.431108615, -111.93128024 33.429323845)"
1,A1,15,B5,0.8766829486923848,"LINESTRING (-111.93818168 33.431108615, -111.92897976 33.429323845)"
1,A1,16,B6,1.085698423187447,"LINESTRING (-111.93818168 33.431108615, -111.92667927999999 33.429323845)"
1,A1,17,B7,1.2961703543169736,"LINESTRING (-111.93818168 33.431108615, -111.92437879999999 33.429323845)"
1,A1,18,B8,1.5074888248296558,"LINESTRING (-111.93818168 33.431108615, -111.92207832000001 33.429323845)"
1,A1,19,B9,1.719341732620562,"LINESTRING (-111.93818168 33.431108615, -111.91977784000001 33.429323845)"
1,A1,20,C0,0.4506844474373663,"LINESTRING (-111.93818168 33.431108615, -111.94048216 33.427539075)"
1,A1,21,C1,0.39691472835792047,"LINESTRING (-111.93818168 33.431108615, -111.93818168 33.427539075)"
1,A1,22,C2,0.4506844474373663,"LINESTRING (-111.93818168 33.431108615, -111.93588120000001 33.427539075)"
1,A1,23,C3,0.5829596726502996,"LINESTRING (-111.93818168 33.431108615, -111.93358072000002 33.427539075)"
1,A1,24,C4,0.7534705103979852,"LINESTRING (-111.93818168 33.431108615, -111.93128024 33.427539075)"
1,A1,25,C5,0.9416708446966904,"LINESTRING (-111.93818168 33.431108615, -111.92897976 33.427539075)"
1,A1,26,C6,1.1388241617591666,"LINESTRING (-111.93818168 33.431108615, -111.92667927999999 33.427539075)"
1,A1,27,C7,1.340987435992392,"LINESTRING (-111.93818168 33.431108615, -111.92437879999999 33.427539075)"
1,A1,28,C8,1.5461967722570773,"LINESTRING (-111.93818168 33.431108615, -111.92207832000001 33.427539075)"
1,A1,29,C9,1.7533830030097255,"LINESTRING (-111.93818168 33.431108615, -111.91977784000001 33.427539075)"
1,A1,30,D0,0.6324903621242726,"LINESTRING (-111.93818168 33.431108615, -111.94048216 33.425754305)"
1,A1,31,D1,0.5953721115796691,"LINESTRING (-111.93818168 33.431108615, -111.93818168 33.425754305)"
1,A1,32,D2,0.6324903621242726,"LINESTRING (-111.93818168 33.431108615, -111.93588120000001 33.42575430499999)"
1,A1,33,D3,0.7326475011938728,"LINESTRING (-111.93818168 33.431108615, -111.93358072000002 33.425754305)"
1,A1,34,D4,0.87444432521595,"LINESTRING (-111.93818168 33.431108615, -111.93128024 33.425754305)"
1,A1,35,D5,1.0410022137950647,"LINESTRING (-111.93818168 33.431108615, -111.92897976 33.425754305)"
1,A1,36,D6,1.2222399670318318,"LINESTRING (-111.93818168 33.431108615, -111.92667927999999 33.425754305)"
1,A1,37,D7,1.412518205206439,"LINESTRING (-111.93818168 33.431108615, -111.92437879999999 33.42575430499999)"
1,A1,38,D8,1.6086320339818763,"LINESTRING (-111.93818168 33.431108615, -111.92207832000001 33.425754305)"
1,A1,39,D9,1.8086842117516864,"LINESTRING (-111.93818168 33.431108615, -111.91977784000001 33.425754305)"
1,A1,40,E0,0.822035453808933,"LINESTRING (-111.93818168 33.431108615, -111.94048216 33.423969535)"
1,A1,41,E1,0.7938294798078983,"LINESTRING (-111.93818168 33.431108615, -111.93818168 33.423969535)"
1,A1,42,E2,0.822035453808933,"LINESTRING (-111.93818168 33.431108615, -111.93588120000001 33.423969535)"
1,A1,43,E3,0.9013730649764023,"LINESTRING (-111.93818168 33.431108615, -111.93358072000002 33.423969535)"
1,A1,44,E4,1.0199797086360676,"LINESTRING (-111.93818168 33.431108615, -111.93128024 33.423969535)"
1,A1,45,E5,1.1659322016600435,"LINESTRING (-111.93818168 33.431108615, -111.92897976 33.423969535)"
1,A1,46,E6,1.330259847967054,"LINESTRING (-111.93818168 33.431108615, -111.92667927999999 33.423969535)"
1,A1,47,E7,1.5069634034130996,"LINESTRING (-111.93818168 33.431108615, -111.92437879999999 33.423969535)"
1,A1,48,E8,1.6921702709229343,"LINESTRING (-111.93818168 33.431108615, -111.92207832000001 33.423969535)"
