first_column,district_seq_id,scenario_name,demand_period,mode_type,od_volume,total_distance_km,total_distance_mile,total_travel_time_min,avg_distance_km,avg_distance_mile,avg_travel_time_in_min,zone_vector,geometry
0,0,scenario,am,walk,127.332,342.843,213.079,342.844,2.69253,1.67342,2.69253,1;5;26;74;86;157;163;203;206;225;232;233;235;236;243;280;291;303;329;333;335;336;338;339;358;391;397;447;480;484;487;534;537;551;614;700;709;712;736;739;788;799;819;856;857;892;908;920;931;953;991;1020;1093;1206;1211;1230;1276;1305;1348;1351;1353;1374;1381;1392;1412;1415;1416;1472;1479;1485;1503;1504;1542;1550;1558;1595;1601;1634;1641;1648;1649;1653;1655;1656;1658;1661;1683;1684;1693;1708;1710;1713;1735;1736;1775;1778;1785;1800;1821;1825;1834;1849;1867;1908;1929;1933;1934;1936;1937;1947;1950;1951;1952;1954;1962;1969;1972;1976;1987;1989;1998;2003;2005;2007;2009;2010;2014;2035;2045;2058;2059;2071;2076;2078;2079;2086;2095;2096;2100;2103;2107;2123;2127;2129;2138;2139;2144;2147;2148;2154;2161;2162;2164;2165;2171;2173;2175;2188;2189;2206;2208;2220;2228;2235;2237;2240;2244;2245;2253;2262;2274;2275;2293;2297;2298;2307;2312;2313;2315;2321;2322;2325;2327;2328;2332;2334;2341;2343;2348;2351;2352;2358;2364;2365;2373;2378;2380;2384;2388;2390;2411;2418;2424;2426;2428;2433;2434;2437;2438;2446;2453;2456;2457;2464;2474;2476;2477;2485;2494;2495;2498;2499;2502;2512;2513;2514;2516;2517;2521;2523;2525;2534;2538;2539;2540;2547;2548;2550;2553;2555;2557;2565;2567;2578;2583;2589;2591;2598;2605;2606;2616;2622;2625;2626;2627;2629;2633;2637;2639;2640;2643;2646;2647;2648;2654;2660;2662;2663;2666;2675;2680;,"POLYGON ((-111.926 33.432,-111.931 33.4144,-111.94 33.4243,-111.926 33.432,))"
0,0,scenario,am,bike,127.332,371.417,230.837,371.417,2.91693,1.81288,2.91693,1;5;26;74;86;157;163;203;206;225;232;233;235;236;243;280;291;303;329;333;335;336;338;339;358;391;397;447;480;484;487;534;537;551;614;700;709;712;736;739;788;799;819;856;857;892;908;920;931;953;991;1020;1093;1206;1211;1230;1276;1305;1348;1351;1353;1374;1381;1392;1412;1415;1416;1472;1479;1485;1503;1504;1542;1550;1558;1595;1601;1634;1641;1648;1649;1653;1655;1656;1658;1661;1683;1684;1693;1708;1710;1713;1735;1736;1775;1778;1785;1800;1821;1825;1834;1849;1867;1908;1929;1933;1934;1936;1937;1947;1950;1951;1952;1954;1962;1969;1972;1976;1987;1989;1998;2003;2005;2007;2009;2010;2014;2035;2045;2058;2059;2071;2076;2078;2079;2086;2095;2096;2100;2103;2107;2123;2127;2129;2138;2139;2144;2147;2148;2154;2161;2162;2164;2165;2171;2173;2175;2188;2189;2206;2208;2220;2228;2235;2237;2240;2244;2245;2253;2262;2274;2275;2293;2297;2298;2307;2312;2313;2315;2321;2322;2325;2327;2328;2332;2334;2341;2343;2348;2351;2352;2358;2364;2365;2373;2378;2380;2384;2388;2390;2411;2418;2424;2426;2428;2433;2434;2437;2438;2446;2453;2456;2457;2464;2474;2476;2477;2485;2494;2495;2498;2499;2502;2512;2513;2514;2516;2517;2521;2523;2525;2534;2538;2539;2540;2547;2548;2550;2553;2555;2557;2565;2567;2578;2583;2589;2591;2598;2605;2606;2616;2622;2625;2626;2627;2629;2633;2637;2639;2640;2643;2646;2647;2648;2654;2660;2662;2663;2666;2675;2680;,"POLYGON ((-111.926 33.432,-111.931 33.4144,-111.94 33.4243,-111.926 33.432,))"
